name,bn_name,number_of_bed,union_id,upazila_id,district_id,organization_type,hospital_type,url,lat,lon
Doshghar Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,274,36,GOVERNMENT,UNION,null,null,null
Biswanath Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,274,36,GOVERNMENT,UNION,null,null,null
Bholaganj Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,44,36,GOVERNMENT,UNION,null,null,null
Manikona Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,276,36,GOVERNMENT,UNION,null,null,null
Golapganj Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,277,36,GOVERNMENT,UNION,null,null,null
Bhadeswar Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,277,36,GOVERNMENT,UNION,null,null,null
Dhaka Dakhin Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,277,36,GOVERNMENT,UNION,null,null,null
Towakulbazar Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,278,36,GOVERNMENT,UNION,null,null,null
Moglabazar Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,281,36,GOVERNMENT,UNION,null,null,null
Noorpur(Lalabazar) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,281,36,GOVERNMENT,UNION,null,null,null
Birahimpur(Silam) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,281,36,GOVERNMENT,UNION,null,null,null
Atgram Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,282,36,GOVERNMENT,UNION,null,null,null
Munshibazar Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,282,36,GOVERNMENT,UNION,null,null,null
Barisal Chest Disease Clinic,বক্ষব্যাধি ক্লিনিক,0,null,null,33,GOVERNMENT,CHEST_DISEASE,null,null,null
Bhola Chest Disease Clinic,বক্ষব্যাধি ক্লিনিক,0,null,null,34,GOVERNMENT,CHEST_DISEASE,null,null,null
Patuakhali Chest Disease Clinic,বক্ষব্যাধি ক্লিনিক,0,null,null,31,GOVERNMENT,CHEST_DISEASE,null,null,null
Pirojpur Chest Disease Clinic,বক্ষব্যাধি ক্লিনিক,0,null,null,32,GOVERNMENT,CHEST_DISEASE,null,null,null
Brahmanbaria Chest Disease Clinic,বক্ষব্যাধি ক্লিনিক,0,null,null,3,GOVERNMENT,CHEST_DISEASE,null,null,null
Chandpur Chest Disease Clinic,বক্ষব্যাধি ক্লিনিক,0,null,null,6,GOVERNMENT,CHEST_DISEASE,null,null,null
Chattogram Chest Disease Clinic,বক্ষব্যাধি ক্লিনিক,0,null,null,8,GOVERNMENT,CHEST_DISEASE,null,null,null
Coxs Bazar Chest Disease Clinic,বক্ষব্যাধি ক্লিনিক,0,null,null,9,GOVERNMENT,CHEST_DISEASE,null,null,null
Kumilla Chest Disease Clinic,বক্ষব্যাধি ক্লিনিক,0,null,null,1,GOVERNMENT,CHEST_DISEASE,null,null,null
Feni Chest Disease Clinic,বক্ষব্যাধি ক্লিনিক,0,null,null,2,GOVERNMENT,CHEST_DISEASE,null,null,null
Noakhali Chest Disease Clinic,বক্ষব্যাধি ক্লিনিক,0,null,null,5,GOVERNMENT,CHEST_DISEASE,null,null,null
Rangamati Chest Disease Clinic,বক্ষব্যাধি ক্লিনিক,0,null,null,4,GOVERNMENT,CHEST_DISEASE,null,null,null
Faridpur Chest Disease Clinic,বক্ষব্যাধি ক্লিনিক,4,null,null,52,GOVERNMENT,CHEST_DISEASE,null,null,null
Gopalganj Chest Disease Clinic,বক্ষব্যাধি ক্লিনিক,0,null,null,51,GOVERNMENT,CHEST_DISEASE,null,null,null
Kishoreganj Chest Disease Clinic,বক্ষব্যাধি ক্লিনিক,0,null,null,45,GOVERNMENT,CHEST_DISEASE,null,null,null
Madaripur Chest Disease Clinic,বক্ষব্যাধি ক্লিনিক,0,null,null,50,GOVERNMENT,CHEST_DISEASE,null,null,null
Munshiganj Chest Disease Clinic,বক্ষব্যাধি ক্লিনিক,0,null,null,48,GOVERNMENT,CHEST_DISEASE,null,null,null
Tangail Chest Disease Clinic ,বক্ষব্যাধি ক্লিনিক,0,null,null,44,GOVERNMENT,CHEST_DISEASE,null,null,null
Bagerhat Chest Disease Clinic ,বক্ষব্যাধি ক্লিনিক,0,null,null,28,GOVERNMENT,CHEST_DISEASE,null,null,null
Chuadanga Chest Disease Clinic,বক্ষব্যাধি ক্লিনিক,0,null,null,24,GOVERNMENT,CHEST_DISEASE,null,null,null
Jashore Chest Disease Clinic,বক্ষব্যাধি ক্লিনিক,0,null,null,20,GOVERNMENT,CHEST_DISEASE,null,null,null
Khulna Chest Disease Clinic,বক্ষব্যাধি ক্লিনিক,0,null,null,27,GOVERNMENT,CHEST_DISEASE,null,null,null
Kushtia Chest Disease Clinic,বক্ষব্যাধি ক্লিনিক,0,null,null,25,GOVERNMENT,CHEST_DISEASE,null,null,null
Magura Chest Disease Clinic ,বক্ষব্যাধি ক্লিনিক,0,null,null,26,GOVERNMENT,CHEST_DISEASE,null,null,null
Meherpur Chest Disease Clinic,বক্ষব্যাধি ক্লিনিক,0,null,null,22,GOVERNMENT,CHEST_DISEASE,null,null,null
Satkhira Chest Disease Clinic,বক্ষব্যাধি ক্লিনিক,0,null,null,21,GOVERNMENT,CHEST_DISEASE,null,null,null
Jamalpur Chest Disease Clinic,বক্ষব্যাধি ক্লিনিক,0,null,null,63,GOVERNMENT,CHEST_DISEASE,null,null,null
Mymensingh Chest Disease Clinic,বক্ষব্যাধি ক্লিনিক,0,null,null,62,GOVERNMENT,CHEST_DISEASE,null,null,null
Bogura Chest Disease Clinic,বক্ষব্যাধি ক্লিনিক,0,null,null,14,GOVERNMENT,CHEST_DISEASE,null,null,null
Chapai Nawabganj Chest Disease Clinic,বক্ষব্যাধি ক্লিনিক,0,null,null,18,GOVERNMENT,CHEST_DISEASE,null,null,null
Natore Chest Disease Clinic ,বক্ষব্যাধি ক্লিনিক,0,null,null,16,GOVERNMENT,CHEST_DISEASE,null,null,null
Pabna Chest Disease Clinic,বক্ষব্যাধি ক্লিনিক,0,null,null,13,GOVERNMENT,CHEST_DISEASE,null,null,null
Rajshahi Chest Disease Clinic ,বক্ষব্যাধি ক্লিনিক,0,null,null,15,GOVERNMENT,CHEST_DISEASE,null,null,null
Sirajganj Chest Disease Clinic ,বক্ষব্যাধি ক্লিনিক,0,null,null,12,GOVERNMENT,CHEST_DISEASE,null,null,null
Dinajpur Chest Disease Clinic,বক্ষব্যাধি ক্লিনিক,0,null,null,54,GOVERNMENT,CHEST_DISEASE,null,null,null
Gaibandha Chest Disease Clinic ,বক্ষব্যাধি ক্লিনিক,0,null,null,57,GOVERNMENT,CHEST_DISEASE,null,null,null
Kurigram Chest Disease Clinic ,বক্ষব্যাধি ক্লিনিক,0,null,null,60,GOVERNMENT,CHEST_DISEASE,null,null,null
Rangpur Chest Disease Clinic,বক্ষব্যাধি ক্লিনিক,0,null,null,59,GOVERNMENT,CHEST_DISEASE,null,null,null
Thakurgaon Chest Disease Clinic,বক্ষব্যাধি ক্লিনিক,0,null,null,58,GOVERNMENT,CHEST_DISEASE,null,null,null
Moulvibazar Chest Disease Clinic,বক্ষব্যাধি ক্লিনিক,0,null,null,37,GOVERNMENT,CHEST_DISEASE,null,null,null
Sunamganj Chest Disease Clinic,বক্ষব্যাধি ক্লিনিক,0,null,null,39,GOVERNMENT,CHEST_DISEASE,null,null,null
Sylhet Chest Disease Clinic,বক্ষব্যাধি ক্লিনিক,0,null,null,36,GOVERNMENT,CHEST_DISEASE,null,null,null
Barisal Chest Disease Hospital,বক্ষব্যাধি ক্লিনিক,20,null,null,33,GOVERNMENT,CHEST_DISEASE,null,null,null
Brahmanbaria Chest Disease Hospital,বক্ষব্যাধি ক্লিনিক,20,null,null,3,GOVERNMENT,CHEST_DISEASE,null,null,null
Faujderhat Chest Disease Hospital,বক্ষব্যাধি ক্লিনিক,0,null,null,8,GOVERNMENT,CHEST_DISEASE,null,null,null
Feni Chest Disease Hospital,বক্ষব্যাধি ক্লিনিক,20,null,null,2,GOVERNMENT,CHEST_DISEASE,null,null,null
Jashore Chest Disease Hospital,বক্ষব্যাধি ক্লিনিক,20,null,null,20,GOVERNMENT,CHEST_DISEASE,null,null,null
Khulna Chest Disease Hospital,বক্ষব্যাধি ক্লিনিক,100,null,null,27,GOVERNMENT,CHEST_DISEASE,null,null,null
Bogura Chest Disease Hospital,বক্ষব্যাধি ক্লিনিক,20,null,null,14,GOVERNMENT,CHEST_DISEASE,null,null,null
Pabna Chest Disease Hospital ,বক্ষব্যাধি ক্লিনিক,20,null,null,13,GOVERNMENT,CHEST_DISEASE,null,null,null
Rajshahi Chest Disease Hospital,বক্ষব্যাধি ক্লিনিক,100,null,null,15,GOVERNMENT,CHEST_DISEASE,null,null,null
Rangpur Chest Disease Hospital,বক্ষব্যাধি ক্লিনিক,20,null,null,59,GOVERNMENT,CHEST_DISEASE,null,null,null
Sylhet Chest Disease Hospital,বক্ষব্যাধি ক্লিনিক,56,null,null,36,GOVERNMENT,CHEST_DISEASE,null,null,null
Feni Trauma Center,ফেনী ট্রমা সেন্টার,0,null,null,2,GOVERNMENT,TRAUMA,null,null,null
Sahidnagar Trauma Center,শহীদনগর ট্রমা সেন্টার ,0,null,null,1,GOVERNMENT,TRAUMA,null,null,null
Faridpur Trauma Center,ফরিদপুর ট্রমা সেন্টার,0,null,null,52,GOVERNMENT,TRAUMA,null,null,null
Bhaluka Trauma Center,ভালুকা ট্রমা সেন্টার ,0,null,null,62,GOVERNMENT,TRAUMA,null,null,null
Sirajganj Trauma Center,সিরাজগঞ্জ ট্রমা সেন্টার,0,null,null,12,GOVERNMENT,TRAUMA,null,null,null
Dhaka Leprosy Hospital,কুষ্ট হাসপাতাল,30,null,null,47,GOVERNMENT,LEPROSY,null,null,null
Nilphamari Leprosy Hospital,কুষ্ট হাসপাতাল,20,null,null,56,GOVERNMENT,LEPROSY,null,null,null
Sylhet Leprosy Hospital,কুষ্ট হাসপাতাল,80,null,null,36,GOVERNMENT,LEPROSY,null,null,null
Chattogram Infectious Disease Hospital,সংক্রামক ব্যাধি হাসপাতাল,20,null,null,8,GOVERNMENT,INFECTIOUS_DISEASE,null,null,null
Dhaka Infectious Disease Hospital,সংক্রামক ব্যাধি হাসপাতাল,100,null,null,47,GOVERNMENT,INFECTIOUS_DISEASE,null,null,null
Khulna Infectious Diseases Hospital ,সংক্রামক ব্যাধি হাসপাতাল,20,null,null,27,GOVERNMENT,INFECTIOUS_DISEASE,null,null,null
Rajshahi Infectious Disease Hospital,সংক্রামক ব্যাধি হাসপাতাল,20,null,null,15,GOVERNMENT,INFECTIOUS_DISEASE,null,null,null
Sylhet Infectious Disease Hospital,সংক্রামক ব্যাধি হাসপাতাল,20,null,null,36,GOVERNMENT,INFECTIOUS_DISEASE,null,null,null
Tb Control And Training Institute,টিবি কন্ট্রোল অ্যান্ড ট্রেনিং ইনস্টিটিউট,0,null,null,47,GOVERNMENT,TUBERCULOSIS,null,null,null
"250 bed TB Hospital (National TB Control Project),
 Shaymoly","250 শয্যার টিবি হাসপাতাল (জাতীয় যক্ষ্মা নিয়ন্ত্রণ প্রকল্প),
  শ্যামলী",250,null,null,47,GOVERNMENT,TUBERCULOSIS,null,null,null
Faridpur Tb Segregation Hospital,ফরিদপুর টিবি সেগ্রিগেশন হাসপাতাল,0,null,null,52,GOVERNMENT,TUBERCULOSIS,null,null,null
National Center For Control Of Rheumatic Fever & Heart Disease,জাতীয় বাতজ্বর ও হৃদরোগ নিয়ন্ত্রণ কেন্দ্র,0,null,null,47,GOVERNMENT,SPECIALIZED,http://nccrfhd.org/,23.76861398,90.3705841
National Asthma Center,ন্যাশনাল অ্যাজমা সেন্টার,85,null,null,47,GOVERNMENT,SPECIALIZED,http://asthmabd.net/,23.7764329,90.40943853
Sheikh Rasel Gastroliver Institute & Hospital,শেখ রাসেল গ্যাস্ট্রোলিভার ইনস্টিটিউট এবং হাসপাতাল,100,null,null,47,GOVERNMENT,SPECIALIZED,null,23.77632834,90.41145912
Sheikh Hasina National Institute of Burn and Plastic Surgery,শেখ হাসিনা জাতীয় বার্ন এবং প্লাস্টিক সার্জারি ইনস্টিটিউট,500,null,null,47,GOVERNMENT,SPECIALIZED,null,23.72422137,90.40121269
100 bed Burn Unit at DMCH,১০০ শয্যাবিশিষ্ট বার্ন ইউনিট ঢামেক ,100,null,null,47,GOVERNMENT,SPECIALIZED,null,null,null
Sheikh Fazilatunnessa Mujib Eye Hospital And Training Institute,শেখ ফাজিলাতুন্নেসা মুজিব চক্ষু হাসপাতাল এবং প্রশিক্ষণ ইনস্টিটিউট,0,null,null,47,GOVERNMENT,SPECIALIZED,https://sheikh-fazilatunesa-mujib-eye-hospital.business.site/,22.94943136,89.82071524
Shaheed Sheikh Abu Naser Specialized Hospital,শহীদ শেখ আবু নাসের বিশেষজ্ঞ হাসপাতাল,250,null,null,47,GOVERNMENT,MENTAL,https://ssansh.gov.bd/,22.85295133,89.52940477
Pabna Mental Hospital,পাবনা মানসিক হাসপাতাল,500,null,null,13,GOVERNMENT,SPECIALIZED,null,24.00220751,89.20612954
Bangladesh Institute of Tropical and Infectious Disease,বাংলাদেশ ট্রপিকাল এবং সংক্রামণামূলক রোগ ইনস্টিটিউট,0,null,null,47,GOVERNMENT,SPECIALIZED,https://bitid.gov.bd/,22.39279462,91.7584549
National Institute Of Cancer Research And Hospital,জাতীয় ক্যান্সার গবেষণা ইনস্টিটিউট ও হাসপাতাল,300,null,null,47,GOVERNMENT,SPECIALIZED,https://nicrh.gov.bd/,23.77848001,90.40965075
National Institute of Diseases of the Chest & Hospital,জাতীয় বক্ষব্যাধি ইনস্টিটিউট ও হাসপাতাল,170,null,null,47,GOVERNMENT,SPECIALIZED,http://www.nidch.gov.bd/,23.77730114,90.41009488
